X,Y,Z,Q,A
10.296,4.862,19.9011,4.52995,2
8.58,7.436,19.9011,4.52995,2
8.58,5.72,19.9011,4.52995,0
2.002,3.718,-15.5553,104.903,2
5.434,3.718,-15.5553,104.903,2
5.434,5.434,-15.5553,104.903,2
3.718,2.002,-15.5553,104.903,2
3.718,5.434,-15.5553,104.903,2
2.002,2.002,-15.5553,104.903,2
3.718,3.718,-15.5553,104.903,0
4.576,8.866,-15.5553,104.903,2
5.434,2.002,-15.5553,104.903,2
8.866,4.576,16.0644,136.098,0
7.15,7.15,16.0644,136.098,2
7.15,3.718,16.0644,136.098,2
8.866,2.86,16.0644,136.098,2
8.866,4.576,3.4077,38.054,2
5.434,3.718,3.4077,38.054,2
7.15,3.718,3.4077,38.054,0
5.434,3.718,-3.1191,64.2479,0
2.002,3.718,-3.1191,64.2479,2
2.002,3.718,-10.7925,29.7017,2
5.434,3.718,-10.7925,29.7017,2
5.434,5.434,-10.7925,29.7017,0
3.718,2.002,-10.7925,29.7017,2
5.434,2.002,-10.7925,29.7017,2
3.718,5.434,-10.7925,29.7017,2
2.002,2.002,-10.7925,29.7017,2
5.434,7.15,27.4422,9.77962,2
7.15,7.15,27.4422,9.77962,0
9.152,4.576,19.9011,126.089,2
7.436,7.15,19.9011,126.089,2
7.436,5.434,19.9011,126.089,0
7.436,3.718,6.2742,185.166,0
9.152,2.86,6.2742,185.166,2
9.152,4.576,6.2742,185.166,2
5.72,3.718,6.2742,185.166,2
5.72,3.718,-1.752,149.918,0
2.288,3.718,-1.752,149.918,2
9.152,4.576,3.1872,38.5016,2
5.72,3.718,3.1872,38.5016,2
7.436,3.718,3.1872,38.5016,0
2.288,3.718,-15.2025,44.0234,2
5.72,3.718,-15.2025,44.0234,2
5.72,5.434,-15.2025,44.0234,2
4.004,2.002,-15.2025,44.0234,2
5.72,2.002,-15.2025,44.0234,2
4.004,5.434,-15.2025,44.0234,2
2.288,2.002,-15.2025,44.0234,2
4.004,3.718,-15.2025,44.0234,0
4.862,8.866,-15.2025,44.0234,2
5.72,5.434,-17.3193,78.1583,2
4.004,2.002,-17.3193,78.1583,2
4.004,5.434,-17.3193,78.1583,2
4.004,3.718,-17.3193,78.1583,0
5.72,2.002,-17.3193,78.1583,2
9.152,4.576,1.1145,18.0412,2
5.72,3.718,1.1145,18.0412,0
2.288,3.718,-10.6161,16.4808,2
5.72,3.718,-10.6161,16.4808,2
5.72,5.434,-10.6161,16.4808,0
4.004,2.002,-10.6161,16.4808,2
5.72,2.002,-10.6161,16.4808,2
2.288,3.718,-4.6626,9.8401,0
9.438,4.576,3.3195,77.9648,2
6.006,3.718,3.3195,77.9648,0
7.722,3.718,3.3195,77.9648,2
9.438,6.292,20.739,64.514,0
9.438,4.576,20.739,64.514,2
7.722,7.15,20.739,64.514,2
7.722,5.434,20.739,64.514,2
9.438,4.576,-0.3849,219.319,2
6.006,3.718,-0.3849,219.319,0
6.006,7.15,25.2372,36.8142,2
9.438,6.292,25.2372,36.8142,0
9.438,4.576,25.2372,36.8142,2
7.722,7.15,25.2372,36.8142,2
2.574,3.718,-14.9379,17.9988,2
6.006,3.718,-14.9379,17.9988,2
6.006,5.434,-14.9379,17.9988,2
4.29,2.002,-14.9379,17.9988,2
6.006,2.002,-14.9379,17.9988,2
4.29,5.434,-14.9379,17.9988,2
2.574,2.002,-14.9379,17.9988,2
4.29,3.718,-14.9379,17.9988,0
5.148,8.866,-14.9379,17.9988,2
7.722,3.718,7.3326,59.7845,0
9.438,2.86,7.3326,59.7845,2
9.438,4.576,7.3326,59.7845,2
6.006,3.718,7.3326,59.7845,2
6.006,5.434,-17.0547,16.251,0
6.006,2.002,-17.0547,16.251,2
2.574,3.718,-10.572,25.1052,2
6.006,3.718,-10.572,25.1052,2
6.006,5.434,-10.572,25.1052,0
4.29,2.002,-10.572,25.1052,2
6.006,2.002,-10.572,25.1052,2
2.574,3.718,-12.1155,12.4528,2
6.006,3.718,-12.1155,12.4528,2
6.006,5.434,-12.1155,12.4528,2
4.29,2.002,-12.1155,12.4528,2
6.006,2.002,-12.1155,12.4528,2
4.29,5.434,-12.1155,12.4528,0
2.574,2.002,-12.1155,12.4528,2
4.29,3.718,-12.1155,12.4528,2
2.574,3.718,-4.6185,10.6445,0
7.722,3.718,4.9953,19.8858,0
9.438,2.86,4.9953,19.8858,2
9.438,4.576,4.9953,19.8858,2
6.006,3.718,4.9953,19.8858,2
2.574,7.15,-33.1071,4.23965,0
2.86,3.718,-14.8056,38.9794,2
6.292,3.718,-14.8056,38.9794,2
6.292,5.434,-14.8056,38.9794,2
4.576,2.002,-14.8056,38.9794,2
6.292,2.002,-14.8056,38.9794,2
4.576,5.434,-14.8056,38.9794,0
2.86,2.002,-14.8056,38.9794,2
4.576,3.718,-14.8056,38.9794,2
5.434,8.866,-14.8056,38.9794,2
9.724,4.576,0.8058,115.644,2
6.292,3.718,0.8058,115.644,0
9.724,4.576,3.4518,36.0642,2
6.292,3.718,3.4518,36.0642,0
8.008,3.718,3.4518,36.0642,2
2.86,3.718,-26.3157,135.947,0
2.86,5.434,-26.3157,135.947,2
2.86,7.15,-32.4015,26.9741,0
9.724,4.576,16.0203,24.8149,2
8.008,7.15,16.0203,24.8149,0
8.008,3.718,16.0203,24.8149,2
9.724,2.86,16.0203,24.8149,2
9.724,4.576,13.242,12.6464,2
8.008,7.15,13.242,12.6464,0
8.008,3.718,13.242,12.6464,2
9.724,2.86,13.242,12.6464,2
8.008,3.718,9.1848,9.95501,0
9.724,2.86,9.1848,9.95501,2
2.86,3.718,-4.6626,7.33018,0
9.724,6.292,25.8546,8.14061,0
9.724,4.576,25.8546,8.14061,2
8.008,7.15,25.8546,8.14061,2
3.146,3.718,-13.2621,140.574,2
6.578,3.718,-13.2621,140.574,2
6.578,5.434,-13.2621,140.574,2
4.862,2.002,-13.2621,140.574,2
6.578,2.002,-13.2621,140.574,2
4.862,5.434,-13.2621,140.574,0
3.146,2.002,-13.2621,140.574,2
4.862,3.718,-13.2621,140.574,2
5.72,8.866,-13.2621,140.574,2
10.01,4.576,4.1133,51.8253,2
6.578,3.718,4.1133,51.8253,0
8.294,3.718,4.1133,51.8253,2
3.146,3.718,-25.7865,54.6134,0
3.146,5.434,-25.7865,54.6134,2
3.146,7.15,-32.0487,36.1731,0
3.146,7.15,-29.0058,40.2373,0
6.578,7.15,28.5006,22.1236,2
8.294,7.15,28.5006,22.1236,0
10.01,4.576,13.0656,17.8235,2
8.294,7.15,13.0656,17.8235,0
8.294,3.718,13.0656,17.8235,2
10.01,2.86,13.0656,17.8235,2
6.578,7.15,27.2217,19.8314,2
8.294,7.15,27.2217,19.8314,2
10.01,6.292,27.2217,19.8314,0
3.146,3.718,-4.6185,10.9711,0
6.578,7.15,25.8546,6.88867,2
10.01,6.292,25.8546,6.88867,0
10.01,4.576,25.8546,6.88867,2
8.294,7.15,25.8546,6.88867,2
10.296,4.576,20.0334,98.9876,2
8.58,7.15,20.0334,98.9876,2
8.58,5.434,20.0334,98.9876,0
6.864,7.15,27.3099,75.7633,2
8.58,7.15,27.3099,75.7633,2
10.296,6.292,27.3099,75.7633,0
8.58,3.718,4.1133,118.91,2
10.296,2.86,4.1133,118.91,2
10.296,4.576,4.1133,118.91,2
6.864,3.718,4.1133,118.91,0
6.864,7.15,29.1621,22.8433,2
8.58,7.15,29.1621,22.8433,0
3.432,3.718,-11.1894,79.3921,2
6.864,3.718,-11.1894,79.3921,2
6.864,5.434,-11.1894,79.3921,2
5.148,2.002,-11.1894,79.3921,2
6.864,2.002,-11.1894,79.3921,2
5.148,5.434,-11.1894,79.3921,0
3.432,2.002,-11.1894,79.3921,2
5.148,3.718,-11.1894,79.3921,2
10.296,6.292,24.267,10.0941,2
10.296,4.576,24.267,10.0941,2
8.58,7.15,24.267,10.0941,0
3.432,3.718,-15.2025,11.461,2
6.864,3.718,-15.2025,11.461,2
6.864,5.434,-15.2025,11.461,2
5.148,2.002,-15.2025,11.461,2
5.148,5.434,-15.2025,11.461,2
3.432,2.002,-15.2025,11.461,2
5.148,3.718,-15.2025,11.461,0
6.006,8.866,-15.2025,11.461,2
6.864,2.002,-15.2025,11.461,2
3.432,3.718,-14.3646,13.2028,2
6.864,3.718,-14.3646,13.2028,2
6.864,5.434,-14.3646,13.2028,2
5.148,2.002,-14.3646,13.2028,2
6.864,2.002,-14.3646,13.2028,2
5.148,5.434,-14.3646,13.2028,0
3.432,2.002,-14.3646,13.2028,2
5.148,3.718,-14.3646,13.2028,2
3.432,3.718,-4.6185,15.4829,0
10.296,4.576,2.4816,6.81005,2
8.58,3.718,2.4816,6.81005,2
6.864,3.718,2.4816,6.81005,0
8.58,3.718,6.9798,9.32602,2
10.296,2.86,6.9798,9.32602,2
10.296,4.576,6.9798,9.32602,2
6.864,3.718,6.9798,9.32602,0
